gene_id,total_unsp,total_sp,total
WBGene00171879.,0,0,0
WBGene00171880.,0,0,0
WBGene00171881.,0,0,0
WBGene00171882.,0,0,0
WBGene00171883.,0,2,2
WBGene00171884.,0,0,0
WBGene00171885.,0,0,0
WBGene00171886.,0,0,0
WBGene00171887.,0,0,0
WBGene00171888.,0,6,6
WBGene00171889.,0,0,0
WBGene00171890.,0,0,0
WBGene00171891.,0,0,0
WBGene00171892.,0,3,3
WBGene00171893.,0,0,0
WBGene00171894.,0,0,0
WBGene00171895.,0,6,6
WBGene00171896.,0,0,0
WBGene00171897.,0,0,0
WBGene00171898.,0,0,0
WBGene00171899.,0,1,1
WBGene00171900.,0,0,0
WBGene00171901.,0,0,0
WBGene00171902.,0,0,0
WBGene00171903.,0,0,0
WBGene00171904.,0,0,0
WBGene00171905.,0,13,13
WBGene00171906.,0,0,0
WBGene00171907.,0,6,6
WBGene00171908.,0,0,0
WBGene00171909.,0,0,0
WBGene00171910.,0,0,0
WBGene00171911.,0,0,0
WBGene00171912.,0,0,0
WBGene00171913.,0,1,1
WBGene00171914.,0,0,0
WBGene00171915.,0,0,0
WBGene00171916.,0,0,0
WBGene00171917.,0,0,0
WBGene00171918.,0,0,0
WBGene00171919.,0,0,0
WBGene00171920.,0,0,0
WBGene00171921.,0,0,0
WBGene00171922.,0,0,0
WBGene00171923.,0,8,8
WBGene00171924.,0,1,1
WBGene00171925.,0,0,0
WBGene00171926.,0,0,0
WBGene00171927.,0,0,0
WBGene00171928.,0,0,0
WBGene00171929.,0,0,0
WBGene00171930.,0,0,0
WBGene00171931.,0,0,0
WBGene00171932.,0,2,2
WBGene00171933.,0,0,0
WBGene00171934.,0,0,0
WBGene00171935.,0,9,9
WBGene00171936.,0,0,0
WBGene00171937.,0,0,0
WBGene00171938.,0,0,0
WBGene00171939.,0,0,0
WBGene00171940.,0,8,8
WBGene00171941.,0,0,0
WBGene00171942.,0,0,0
WBGene00171943.,0,0,0
WBGene00171944.,0,0,0
WBGene00171945.,0,0,0
WBGene00171946.,0,15,15
WBGene00171947.,0,0,0
WBGene00171948.,0,0,0
WBGene00171949.,0,0,0
WBGene00171950.,0,0,0
WBGene00171951.,0,0,0
WBGene00171952.,0,0,0
WBGene00171953.,0,0,0
WBGene00171954.,0,0,0
WBGene00171955.,0,0,0
WBGene00171956.,0,0,0
WBGene00171957.,0,0,0
WBGene00171958.,0,0,0
WBGene00171959.,0,0,0
WBGene00171960.,0,0,0
WBGene00171961.,0,0,0
WBGene00171962.,0,0,0
WBGene00171963.,0,0,0
WBGene00171964.,0,0,0
WBGene00171965.,0,0,0
WBGene00171966.,0,0,0
WBGene00171967.,0,0,0
WBGene00171968.,0,1,1
WBGene00171969.,0,0,0
WBGene00171970.,0,0,0
WBGene00171971.,0,0,0
WBGene00171972.,0,0,0
WBGene00171973.,0,2,2
WBGene00171974.,0,0,0
WBGene00171975.,0,0,0
WBGene00171976.,0,0,0
WBGene00171977.,0,0,0
WBGene00171978.,0,1,1
WBGene00171979.,0,0,0
WBGene00171980.,0,0,0
WBGene00171981.,0,0,0
WBGene00171982.,0,0,0
WBGene00171983.,0,2,2
WBGene00171984.,0,0,0
WBGene00171985.,0,3,3
WBGene00171986.,0,0,0
WBGene00171987.,0,0,0
WBGene00171988.,0,0,0
WBGene00171989.,0,0,0
WBGene00171990.,0,0,0
WBGene00171991.,0,2,2
WBGene00171992.,0,0,0
WBGene00171993.,0,0,0
WBGene00171994.,0,0,0
WBGene00171995.,0,0,0
WBGene00171996.,0,3,3
WBGene00171997.,0,0,0
WBGene00171998.,0,0,0
WBGene00171999.,0,0,0
WBGene00172000.,0,0,0
WBGene00172001.,0,0,0
WBGene00172002.,0,0,0
WBGene00172003.,0,1,1
WBGene00172004.,0,0,0
WBGene00172006.,0,0,0
WBGene00172007.,0,0,0
WBGene00172008.,0,1,1
WBGene00172009.,0,0,0
WBGene00172010.,0,0,0
WBGene00172011.,0,0,0
WBGene00172012.,0,0,0
WBGene00172013.,0,1,1
WBGene00172014.,0,0,0
WBGene00172015.,0,0,0
WBGene00172016.,0,7,7
WBGene00172017.,0,0,0
WBGene00172018.,0,7,7
WBGene00172019.,0,9,9
WBGene00172020.,0,0,0
WBGene00172021.,0,4,4
WBGene00172022.,0,0,0
WBGene00172023.,0,0,0
WBGene00172024.,0,0,0
WBGene00172025.,0,0,0
WBGene00172026.,0,0,0
WBGene00172027.,0,0,0
WBGene00172028.,0,3,3
WBGene00172029.,0,0,0
WBGene00172030.,0,0,0
WBGene00172031.,0,0,0
WBGene00172032.,0,0,0
WBGene00172033.,0,0,0
WBGene00172034.,0,0,0
WBGene00172035.,0,0,0
WBGene00172036.,0,3,3
WBGene00172037.,0,0,0
WBGene00172038.,0,0,0
WBGene00172039.,0,1,1
WBGene00172040.,0,0,0
WBGene00172041.,0,0,0
WBGene00172042.,0,0,0
WBGene00172043.,0,0,0
WBGene00172044.,0,0,0
WBGene00172045.,0,0,0
WBGene00172046.,0,0,0
WBGene00172047.,0,0,0
WBGene00172048.,0,0,0
WBGene00172049.,0,0,0
WBGene00172050.,0,2,2
WBGene00172051.,0,0,0
WBGene00172052.,0,1,1
WBGene00172053.,0,0,0
WBGene00172054.,0,0,0
WBGene00172055.,0,2,2
WBGene00172056.,0,8,8
WBGene00172057.,0,0,0
WBGene00172058.,0,0,0
WBGene00172059.,0,0,0
WBGene00172060.,0,0,0
WBGene00172061.,0,0,0
WBGene00172062.,0,0,0
WBGene00172063.,0,1,1
WBGene00172064.,0,0,0
WBGene00172065.,0,0,0
WBGene00172066.,0,0,0
WBGene00172067.,0,0,0
WBGene00172068.,0,0,0
WBGene00172069.,0,0,0
WBGene00172070.,0,0,0
WBGene00172071.,0,0,0
WBGene00172072.,0,4,4
WBGene00172073.,0,3,3
WBGene00172074.,0,0,0
WBGene00172075.,0,0,0
WBGene00172076.,0,0,0
WBGene00172077.,0,0,0
WBGene00172078.,0,2,2
WBGene00172079.,0,0,0
WBGene00172080.,0,0,0
WBGene00172081.,0,0,0
WBGene00172082.,0,0,0
WBGene00172083.,0,0,0
WBGene00172084.,0,0,0
WBGene00172085.,0,0,0
WBGene00172086.,0,0,0
WBGene00172087.,0,0,0
WBGene00172088.,0,0,0
WBGene00172089.,0,0,0
WBGene00172090.,0,0,0
WBGene00172091.,0,0,0
WBGene00172092.,0,0,0
WBGene00172093.,0,0,0
WBGene00172094.,0,0,0
WBGene00172095.,0,0,0
WBGene00172096.,0,0,0
WBGene00172097.,0,0,0
WBGene00172098.,0,0,0
WBGene00172099.,0,0,0
WBGene00172100.,0,0,0
WBGene00172101.,0,0,0
WBGene00172102.,0,0,0
WBGene00172103.,0,0,0
WBGene00172104.,0,0,0
WBGene00172105.,0,0,0
WBGene00172106.,0,0,0
WBGene00172107.,0,6,6
WBGene00172108.,0,1,1
WBGene00172109.,0,0,0
WBGene00172110.,0,0,0
WBGene00172111.,0,1,1
WBGene00172112.,0,0,0
WBGene00172113.,0,0,0
WBGene00172114.,0,0,0
WBGene00172115.,0,0,0
WBGene00172116.,0,0,0
WBGene00172117.,0,1,1
WBGene00172118.,0,0,0
WBGene00172119.,0,0,0
WBGene00172120.,0,0,0
WBGene00172121.,0,0,0
WBGene00172122.,0,0,0
WBGene00172123.,0,0,0
WBGene00172124.,0,0,0
WBGene00172125.,0,0,0
WBGene00172126.,0,2,2
WBGene00172127.,0,0,0
WBGene00172128.,0,0,0
WBGene00172129.,0,0,0
WBGene00172130.,0,2,2
WBGene00172131.,0,0,0
WBGene00172132.,0,1,1
WBGene00172133.,0,0,0
WBGene00172134.,0,0,0
WBGene00172135.,0,0,0
WBGene00172136.,0,0,0
WBGene00172137.,0,0,0
WBGene00172138.,0,0,0
WBGene00172139.,0,0,0
WBGene00172140.,0,0,0
WBGene00172141.,0,0,0
WBGene00172142.,0,0,0
WBGene00172143.,0,0,0
WBGene00172144.,0,0,0
WBGene00172145.,0,0,0
WBGene00172146.,0,0,0
WBGene00172147.,0,0,0
WBGene00172148.,0,1,1
WBGene00172149.,0,1,1
WBGene00172150.,0,0,0
WBGene00172151.,0,0,0
WBGene00172152.,0,0,0
WBGene00172153.,0,0,0
WBGene00172154.,0,50,50
WBGene00172155.,0,0,0
WBGene00172156.,0,0,0
WBGene00172157.,0,0,0
WBGene00172158.,0,0,0
WBGene00172159.,0,0,0
WBGene00172160.,0,0,0
WBGene00172161.,0,6,6
WBGene00172162.,0,0,0
WBGene00172163.,0,1,1
WBGene00172164.,0,0,0
WBGene00172165.,0,0,0
WBGene00172166.,0,1,1
WBGene00172167.,0,0,0
WBGene00172168.,0,0,0
WBGene00172169.,0,7,7
WBGene00172170.,0,1,1
WBGene00172171.,0,0,0
WBGene00172172.,0,0,0
WBGene00172173.,0,0,0
WBGene00172174.,0,15,15
WBGene00172175.,0,0,0
WBGene00172176.,0,0,0
WBGene00172177.,0,1,1
WBGene00172178.,0,0,0
WBGene00172179.,0,0,0
WBGene00172180.,0,0,0
WBGene00172181.,0,0,0
WBGene00172182.,0,0,0
WBGene00172183.,0,0,0
WBGene00172184.,0,0,0
WBGene00172185.,0,15,15
WBGene00172186.,0,2,2
WBGene00172187.,0,5,5
WBGene00172188.,0,0,0
WBGene00172189.,0,0,0
WBGene00172190.,0,0,0
WBGene00172191.,0,0,0
WBGene00172192.,0,0,0
WBGene00172193.,0,0,0
WBGene00172194.,0,0,0
WBGene00172195.,0,0,0
WBGene00172196.,0,0,0
WBGene00172197.,0,0,0
WBGene00172198.,0,0,0
WBGene00172199.,0,1,1
WBGene00172200.,0,0,0
WBGene00172201.,0,0,0
WBGene00172202.,0,0,0
WBGene00172203.,0,2,2
WBGene00172204.,0,3,3
WBGene00172205.,0,1,1
WBGene00172206.,0,0,0
WBGene00172207.,0,0,0
WBGene00172208.,0,0,0
WBGene00172209.,0,0,0
WBGene00172210.,0,0,0
WBGene00172211.,0,0,0
WBGene00172212.,0,0,0
WBGene00172213.,0,0,0
WBGene00172214.,0,0,0
WBGene00172215.,0,0,0
WBGene00172216.,0,0,0
WBGene00172217.,0,2,2
WBGene00172218.,0,0,0
WBGene00172219.,0,0,0
WBGene00172220.,0,0,0
WBGene00172221.,0,0,0
WBGene00172222.,0,0,0
WBGene00172223.,0,0,0
WBGene00172224.,0,0,0
WBGene00172225.,0,0,0
WBGene00172226.,0,0,0
WBGene00172227.,0,0,0
WBGene00172228.,0,0,0
WBGene00172229.,0,0,0
WBGene00172230.,0,4,4
WBGene00172231.,0,0,0
WBGene00172232.,0,0,0
WBGene00172233.,0,0,0
WBGene00172234.,0,0,0
WBGene00172235.,0,0,0
WBGene00172236.,0,0,0
WBGene00172237.,0,0,0
WBGene00172238.,0,0,0
WBGene00172239.,0,0,0
WBGene00172240.,0,0,0
WBGene00172241.,0,0,0
WBGene00172242.,0,0,0
WBGene00172243.,0,0,0
WBGene00172244.,0,0,0
WBGene00172245.,0,0,0
WBGene00172246.,0,0,0
WBGene00172247.,0,0,0
WBGene00172248.,0,0,0
WBGene00172249.,0,2,2
WBGene00172250.,0,0,0
WBGene00172251.,0,0,0
WBGene00172252.,0,0,0
WBGene00172253.,0,0,0
WBGene00172254.,0,0,0
WBGene00172255.,0,0,0
WBGene00172256.,0,0,0
WBGene00172257.,0,0,0
WBGene00172258.,0,0,0
WBGene00172259.,0,0,0
WBGene00172260.,0,0,0
WBGene00172261.,0,0,0
WBGene00172262.,0,0,0
WBGene00172263.,0,0,0
WBGene00172264.,0,0,0
WBGene00172265.,0,0,0
WBGene00172266.,0,0,0
WBGene00172267.,0,0,0
WBGene00172268.,0,0,0
WBGene00172269.,0,0,0
WBGene00172270.,0,0,0
WBGene00172271.,0,24,24
WBGene00172272.,0,0,0
WBGene00172273.,0,1,1
WBGene00172274.,0,0,0
WBGene00172275.,0,0,0
WBGene00172276.,0,0,0
WBGene00172277.,0,0,0
WBGene00172278.,0,1,1
WBGene00172279.,0,0,0
WBGene00172280.,0,0,0
WBGene00172281.,0,0,0
WBGene00172282.,0,0,0
WBGene00172283.,0,0,0
WBGene00172284.,0,0,0
WBGene00172285.,0,0,0
WBGene00172286.,0,0,0
WBGene00172287.,0,0,0
WBGene00172288.,0,0,0
WBGene00172289.,0,0,0
WBGene00172290.,0,0,0
WBGene00172291.,0,0,0
WBGene00172292.,0,1,1
WBGene00172293.,0,0,0
WBGene00172294.,0,7,7
WBGene00172295.,0,0,0
WBGene00172296.,0,0,0
WBGene00172297.,0,0,0
WBGene00172298.,0,0,0
WBGene00172299.,0,0,0
WBGene00172300.,0,0,0
WBGene00172301.,0,0,0
WBGene00172302.,0,0,0
WBGene00172303.,0,0,0
WBGene00172304.,0,0,0
WBGene00172305.,0,0,0
WBGene00172306.,0,0,0
WBGene00172307.,0,0,0
WBGene00172308.,0,0,0
WBGene00172309.,0,33,33
WBGene00172310.,0,0,0
WBGene00172311.,0,2,2
WBGene00172312.,0,0,0
WBGene00172313.,0,0,0
WBGene00172314.,0,0,0
WBGene00172315.,0,1,1
WBGene00172316.,0,0,0
WBGene00172317.,0,0,0
WBGene00172318.,0,0,0
WBGene00172319.,0,0,0
WBGene00172320.,0,0,0
WBGene00172321.,0,0,0
WBGene00172322.,0,0,0
WBGene00172323.,0,0,0
WBGene00172324.,0,0,0
WBGene00172325.,0,0,0
WBGene00172326.,0,0,0
WBGene00172327.,0,0,0
WBGene00172328.,0,0,0
WBGene00172329.,0,0,0
WBGene00172330.,0,3,3
WBGene00172331.,0,0,0
WBGene00172332.,0,0,0
WBGene00172333.,0,1,1
WBGene00172334.,0,0,0
WBGene00172335.,0,0,0
WBGene00172336.,0,0,0
WBGene00172337.,0,1,1
WBGene00172338.,0,0,0
WBGene00172339.,0,0,0
WBGene00172340.,0,15,15
WBGene00172341.,0,0,0
WBGene00172342.,0,0,0
WBGene00172343.,0,0,0
WBGene00172344.,0,0,0
WBGene00172345.,0,0,0
WBGene00172346.,0,14,14
WBGene00172347.,0,0,0
WBGene00172348.,0,0,0
WBGene00172349.,0,1,1
WBGene00172350.,0,0,0
WBGene00172351.,0,0,0
WBGene00172352.,0,0,0
WBGene00172353.,0,0,0
WBGene00172354.,0,0,0
WBGene00172355.,0,0,0
