gene_id,total_unsp,total_sp,total
WBGene00165367.,0,0,0
WBGene00165368.,0,0,0
WBGene00165369.,0,0,0
WBGene00165370.,0,0,0
WBGene00165371.,0,0,0
WBGene00165372.,0,0,0
WBGene00165373.,0,414,414
WBGene00165374.,0,2,2
WBGene00165375.,0,0,0
WBGene00165376.,0,0,0
WBGene00165377.,0,0,0
WBGene00165378.,0,0,0
WBGene00165379.,0,10,10
WBGene00165380.,0,0,0
WBGene00165381.,0,0,0
WBGene00165382.,0,1,1
WBGene00165383.,0,0,0
WBGene00165384.,0,1,1
WBGene00165385.,0,0,0
WBGene00165386.,0,0,0
WBGene00165387.,0,0,0
WBGene00165388.,0,4,4
WBGene00165389.,0,0,0
WBGene00165390.,0,0,0
WBGene00165391.,0,0,0
WBGene00165392.,0,0,0
WBGene00165393.,0,0,0
WBGene00165394.,0,0,0
WBGene00165395.,0,0,0
WBGene00165396.,0,0,0
WBGene00165397.,0,0,0
WBGene00165398.,0,0,0
WBGene00165399.,0,1,1
WBGene00165400.,0,1,1
WBGene00165401.,0,0,0
WBGene00165402.,0,0,0
WBGene00165403.,0,0,0
WBGene00165404.,0,0,0
WBGene00165405.,0,0,0
WBGene00165406.,0,3,3
WBGene00165407.,0,0,0
WBGene00165408.,0,0,0
WBGene00165409.,0,0,0
WBGene00165410.,0,0,0
WBGene00165411.,0,0,0
WBGene00165412.,0,0,0
WBGene00165413.,0,2,2
WBGene00165414.,0,0,0
WBGene00165415.,0,0,0
WBGene00165416.,0,0,0
WBGene00165417.,0,0,0
WBGene00165418.,0,0,0
WBGene00165419.,0,0,0
WBGene00165420.,0,0,0
WBGene00165421.,0,2,2
WBGene00165422.,0,0,0
WBGene00165423.,0,0,0
WBGene00165424.,0,0,0
WBGene00165425.,0,0,0
WBGene00165426.,0,2,2
WBGene00165427.,0,0,0
WBGene00165428.,0,0,0
WBGene00165429.,0,0,0
WBGene00165430.,0,0,0
WBGene00165431.,0,0,0
WBGene00165432.,0,0,0
WBGene00165433.,0,0,0
WBGene00165434.,0,0,0
WBGene00165435.,0,0,0
WBGene00165436.,0,0,0
WBGene00165438.,0,2,2
WBGene00165439.,0,0,0
WBGene00165440.,0,1,1
WBGene00165441.,0,0,0
WBGene00165442.,0,0,0
WBGene00165443.,0,0,0
WBGene00165444.,0,0,0
WBGene00165445.,0,0,0
WBGene00165446.,0,0,0
WBGene00165447.,0,1,1
WBGene00165448.,0,0,0
WBGene00165449.,0,2,2
WBGene00165450.,0,0,0
WBGene00165451.,0,0,0
WBGene00165452.,0,0,0
WBGene00165453.,0,4,4
WBGene00165454.,0,0,0
WBGene00165455.,0,0,0
WBGene00165456.,0,0,0
WBGene00165457.,0,0,0
WBGene00165458.,0,0,0
WBGene00165459.,0,0,0
WBGene00165460.,0,0,0
WBGene00165461.,0,0,0
WBGene00165462.,0,0,0
WBGene00165463.,0,0,0
WBGene00165464.,0,4,4
WBGene00165465.,0,0,0
WBGene00165466.,0,0,0
WBGene00165467.,0,0,0
WBGene00165468.,0,0,0
WBGene00165469.,0,0,0
WBGene00165470.,0,0,0
WBGene00165471.,0,1,1
WBGene00165472.,0,0,0
WBGene00165473.,0,0,0
WBGene00165474.,0,0,0
WBGene00165475.,0,0,0
WBGene00165476.,0,0,0
WBGene00165477.,0,1,1
WBGene00165478.,0,0,0
WBGene00165479.,0,0,0
WBGene00165480.,0,0,0
WBGene00165481.,0,0,0
WBGene00165482.,0,0,0
WBGene00165483.,0,0,0
WBGene00165484.,0,0,0
WBGene00165485.,0,0,0
WBGene00165486.,0,6,6
WBGene00165487.,0,0,0
WBGene00165488.,0,1,1
WBGene00165489.,0,0,0
WBGene00165490.,0,3,3
WBGene00165491.,0,0,0
WBGene00165492.,0,0,0
WBGene00165493.,0,0,0
WBGene00165494.,0,0,0
WBGene00165495.,0,0,0
WBGene00165496.,0,0,0
WBGene00165497.,0,0,0
WBGene00165498.,0,1,1
WBGene00165499.,0,2,2
WBGene00165500.,0,2,2
WBGene00165501.,0,0,0
WBGene00165502.,0,0,0
WBGene00165503.,0,0,0
WBGene00165504.,0,0,0
WBGene00165505.,0,0,0
WBGene00165506.,0,2,2
WBGene00165507.,0,0,0
WBGene00165508.,0,0,0
WBGene00165509.,0,0,0
WBGene00165510.,0,0,0
WBGene00165511.,0,0,0
WBGene00165512.,0,0,0
WBGene00165513.,0,26,26
WBGene00165514.,0,0,0
WBGene00165515.,0,1,1
WBGene00165516.,0,0,0
WBGene00165517.,0,0,0
WBGene00165518.,0,0,0
WBGene00165519.,0,5,5
WBGene00165520.,0,0,0
WBGene00165521.,0,0,0
WBGene00165522.,0,0,0
WBGene00165523.,0,0,0
WBGene00165524.,0,0,0
WBGene00165525.,0,3,3
WBGene00165526.,0,0,0
WBGene00165527.,0,0,0
WBGene00165528.,0,0,0
WBGene00165529.,0,0,0
WBGene00165530.,0,0,0
WBGene00165531.,0,0,0
WBGene00165532.,0,0,0
WBGene00165533.,0,0,0
WBGene00165534.,0,0,0
WBGene00165535.,0,0,0
WBGene00165536.,0,0,0
WBGene00165537.,0,0,0
WBGene00165538.,0,1,1
WBGene00165539.,0,0,0
WBGene00165540.,0,0,0
WBGene00165541.,0,4,4
WBGene00165542.,0,1,1
WBGene00165543.,0,0,0
WBGene00165544.,0,3,3
WBGene00165545.,0,4,4
WBGene00165546.,0,0,0
WBGene00165547.,0,0,0
WBGene00165548.,0,0,0
WBGene00165549.,0,0,0
WBGene00165550.,0,0,0
WBGene00165551.,0,0,0
WBGene00165552.,0,0,0
WBGene00165553.,0,0,0
WBGene00165554.,0,0,0
WBGene00165555.,0,0,0
WBGene00165556.,0,0,0
WBGene00165557.,0,0,0
WBGene00165558.,0,180,180
WBGene00165559.,0,0,0
WBGene00165560.,0,0,0
WBGene00165561.,0,0,0
WBGene00165562.,0,0,0
WBGene00165563.,0,0,0
WBGene00165564.,0,0,0
WBGene00165565.,0,0,0
WBGene00165566.,0,5,5
WBGene00165567.,0,3,3
WBGene00165568.,0,1,1
WBGene00165569.,0,0,0
WBGene00165570.,0,7,7
WBGene00165571.,0,0,0
WBGene00165572.,0,0,0
WBGene00165573.,0,2,2
WBGene00165574.,0,0,0
WBGene00165575.,0,0,0
WBGene00165576.,0,0,0
WBGene00165577.,0,0,0
WBGene00165578.,0,0,0
WBGene00165579.,0,0,0
WBGene00165580.,0,0,0
WBGene00165581.,0,0,0
WBGene00165582.,0,2,2
WBGene00165583.,0,1,1
WBGene00165584.,0,0,0
WBGene00165585.,0,0,0
WBGene00165586.,0,0,0
WBGene00165587.,0,7,7
WBGene00165588.,0,0,0
WBGene00165589.,0,0,0
WBGene00165590.,0,0,0
WBGene00165591.,0,0,0
WBGene00165592.,0,0,0
WBGene00165593.,0,0,0
WBGene00165594.,0,1,1
WBGene00165595.,0,0,0
WBGene00165596.,0,0,0
WBGene00165597.,0,0,0
WBGene00165598.,0,0,0
WBGene00165599.,0,0,0
WBGene00165600.,0,0,0
WBGene00165601.,0,0,0
WBGene00165602.,0,0,0
WBGene00165603.,0,27,27
WBGene00165604.,0,0,0
WBGene00165605.,0,0,0
WBGene00165606.,0,0,0
WBGene00165607.,0,0,0
WBGene00165608.,0,0,0
WBGene00165609.,0,21,21
WBGene00165610.,0,0,0
WBGene00165611.,0,0,0
WBGene00165612.,0,0,0
WBGene00165613.,0,0,0
WBGene00165614.,0,0,0
WBGene00165615.,0,0,0
WBGene00165616.,0,0,0
WBGene00165617.,0,0,0
WBGene00165618.,0,0,0
WBGene00165619.,0,0,0
WBGene00165620.,0,0,0
WBGene00165621.,0,0,0
WBGene00165622.,0,0,0
WBGene00165623.,0,0,0
WBGene00165624.,0,0,0
WBGene00165625.,0,0,0
WBGene00165626.,0,0,0
WBGene00165627.,0,0,0
WBGene00165628.,0,0,0
WBGene00165629.,0,0,0
WBGene00165630.,0,0,0
WBGene00165631.,0,6,6
WBGene00165632.,0,0,0
WBGene00165633.,0,0,0
WBGene00165634.,0,0,0
WBGene00165635.,0,0,0
WBGene00165636.,0,4,4
WBGene00165637.,0,0,0
WBGene00165638.,0,0,0
WBGene00165639.,0,0,0
WBGene00165640.,0,0,0
WBGene00165641.,0,0,0
WBGene00165642.,0,0,0
WBGene00165643.,0,0,0
WBGene00165644.,0,1,1
WBGene00165645.,0,5,5
WBGene00165646.,0,1,1
WBGene00165647.,0,3,3
WBGene00165648.,0,0,0
WBGene00165649.,0,22,22
WBGene00165650.,0,0,0
WBGene00165651.,0,0,0
WBGene00165652.,0,0,0
WBGene00165653.,0,0,0
WBGene00165654.,0,0,0
WBGene00165655.,0,0,0
WBGene00165656.,0,0,0
WBGene00165657.,0,0,0
WBGene00165658.,0,0,0
WBGene00165659.,0,0,0
WBGene00165660.,0,0,0
WBGene00165661.,0,0,0
WBGene00165662.,0,0,0
WBGene00165663.,0,3,3
WBGene00165664.,0,0,0
WBGene00165665.,0,11,11
WBGene00165666.,0,0,0
WBGene00165667.,0,0,0
WBGene00165668.,0,0,0
WBGene00165669.,0,0,0
WBGene00165670.,0,0,0
WBGene00165671.,0,0,0
WBGene00165672.,0,0,0
WBGene00165673.,0,0,0
WBGene00165674.,0,0,0
WBGene00165675.,0,0,0
WBGene00165676.,0,0,0
WBGene00165677.,0,0,0
WBGene00165678.,0,0,0
WBGene00165679.,0,0,0
WBGene00165680.,0,0,0
WBGene00165681.,0,0,0
WBGene00165682.,0,0,0
WBGene00165683.,0,0,0
WBGene00165684.,0,0,0
WBGene00165685.,0,0,0
WBGene00165686.,0,0,0
WBGene00165687.,0,2,2
WBGene00165688.,0,0,0
WBGene00165689.,0,0,0
WBGene00165690.,0,9,9
WBGene00165691.,0,0,0
WBGene00165692.,0,0,0
WBGene00165693.,0,0,0
WBGene00165694.,0,0,0
WBGene00165695.,0,0,0
WBGene00165696.,0,0,0
WBGene00165697.,0,0,0
WBGene00165698.,0,0,0
WBGene00165699.,0,0,0
WBGene00165700.,0,1,1
WBGene00165701.,0,0,0
WBGene00165702.,0,0,0
WBGene00165703.,0,0,0
WBGene00165704.,0,1,1
WBGene00165705.,0,15,15
WBGene00165706.,0,0,0
WBGene00165707.,0,0,0
WBGene00165708.,0,0,0
WBGene00165709.,0,0,0
WBGene00165710.,0,0,0
WBGene00165711.,0,0,0
WBGene00165712.,0,0,0
WBGene00165713.,0,0,0
WBGene00165714.,0,0,0
WBGene00165715.,0,0,0
WBGene00165716.,0,0,0
WBGene00165717.,0,2,2
WBGene00165718.,0,3,3
WBGene00165719.,0,0,0
WBGene00165720.,0,7,7
WBGene00165721.,0,0,0
WBGene00165722.,0,10,10
WBGene00165723.,0,2,2
WBGene00165724.,0,0,0
WBGene00165725.,0,0,0
WBGene00165726.,0,0,0
WBGene00165727.,0,0,0
WBGene00165728.,0,0,0
WBGene00165729.,0,3,3
WBGene00165730.,0,0,0
WBGene00165731.,0,0,0
WBGene00165732.,0,1,1
WBGene00165733.,0,5,5
WBGene00165734.,0,46,46
WBGene00165735.,0,0,0
WBGene00165736.,0,0,0
WBGene00165737.,0,0,0
WBGene00165738.,0,0,0
WBGene00165739.,0,1,1
WBGene00165740.,0,0,0
WBGene00165741.,0,0,0
WBGene00165742.,0,0,0
WBGene00165743.,0,0,0
WBGene00165744.,0,0,0
WBGene00165745.,0,0,0
WBGene00165746.,0,0,0
WBGene00165747.,0,0,0
WBGene00165748.,0,0,0
WBGene00165749.,0,0,0
WBGene00165750.,0,0,0
WBGene00165751.,0,0,0
WBGene00165752.,0,0,0
WBGene00165753.,0,20,20
WBGene00165754.,0,0,0
WBGene00165755.,0,1,1
WBGene00165756.,0,0,0
WBGene00165757.,0,0,0
WBGene00165758.,0,0,0
WBGene00165759.,0,0,0
WBGene00165760.,0,0,0
WBGene00165761.,0,0,0
WBGene00165762.,0,0,0
WBGene00165763.,0,3,3
WBGene00165764.,0,0,0
WBGene00165765.,0,0,0
WBGene00165766.,0,0,0
WBGene00165767.,0,3,3
WBGene00165768.,0,0,0
WBGene00165769.,0,0,0
WBGene00165770.,0,0,0
WBGene00165771.,0,0,0
WBGene00165772.,0,0,0
WBGene00165773.,0,3,3
WBGene00165774.,0,0,0
WBGene00165775.,0,0,0
WBGene00165776.,0,4,4
WBGene00165777.,0,0,0
WBGene00165778.,0,0,0
WBGene00165779.,0,1,1
WBGene00165780.,0,0,0
WBGene00165781.,0,0,0
WBGene00165782.,0,0,0
WBGene00165783.,0,0,0
WBGene00165784.,0,0,0
WBGene00165785.,0,0,0
WBGene00165786.,0,0,0
WBGene00165787.,0,0,0
WBGene00165788.,0,0,0
WBGene00165789.,0,1,1
WBGene00165790.,0,0,0
WBGene00165791.,0,0,0
WBGene00165792.,0,0,0
WBGene00165793.,0,0,0
WBGene00165794.,0,0,0
WBGene00165795.,0,0,0
WBGene00165796.,0,1,1
WBGene00165797.,0,0,0
WBGene00165798.,0,0,0
WBGene00165799.,0,1,1
WBGene00165800.,0,0,0
WBGene00165801.,0,0,0
WBGene00165802.,0,0,0
WBGene00165803.,0,0,0
WBGene00165804.,0,0,0
WBGene00165805.,0,1,1
WBGene00165806.,0,0,0
WBGene00165807.,0,0,0
WBGene00165808.,0,0,0
WBGene00165809.,0,0,0
WBGene00165810.,0,5,5
WBGene00165811.,0,0,0
WBGene00165812.,0,0,0
WBGene00165813.,0,0,0
WBGene00165814.,0,0,0
WBGene00165815.,0,0,0
WBGene00165816.,0,0,0
WBGene00165817.,0,0,0
WBGene00165818.,0,0,0
WBGene00165819.,0,0,0
WBGene00165820.,0,1,1
WBGene00165821.,0,0,0
WBGene00165822.,0,0,0
WBGene00165823.,0,0,0
WBGene00165824.,0,0,0
WBGene00165825.,0,11,11
WBGene00165826.,0,75,75
WBGene00165827.,0,0,0
WBGene00165828.,0,0,0
WBGene00165829.,0,2,2
WBGene00165830.,0,0,0
WBGene00165831.,0,0,0
WBGene00165832.,0,1,1
WBGene00165833.,0,0,0
WBGene00165834.,0,0,0
WBGene00165835.,0,15,15
WBGene00165836.,0,0,0
WBGene00165837.,0,0,0
WBGene00165838.,0,0,0
